unique_staying_id,study_id,location_id,staying_time_start,staying_time_end,staying_day_of_week,staying_time_of_day,staying_count_surveyor,staying_conditions,staying_microclimate,staying_temperature,staying_row_total,staying_group_size,staying_race_ethnicity,staying_gender,staying_age,standing,leaning,sitting_formal_all,sitting_formal_public,sitting_formal_public_fixed_bench,sitting_formal_public_fixed_wall_with_seats,sitting_formal_public_movable_seat,sitting_formal_commercial,sitting_formal_private,sitting_informal,lying,staying_mobility_assist,commercial_all,commercial_selling,commercial_selling_informal,commercial_buying,commercial_observing,eating_drinking,talking_to_others,smoking,cultural,recreation_active,recreation_passive,waiting_transportation,working_civic,disruptive,disruptive_aggressive,disruptive_intoxicated,living_public,using_electronics,soliciting,staying_covid_mask,staying_covid_social_distance,taking_care_child,feeding_child,staying_notes
662,2018_Seattle_Citywide,OTH2,08/14/2018 01:39:00 PM,08/14/2018 01:59:00 PM,Weekday,Midday,UD4H,,Light Clouds,76,1,2,A,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
663,2018_Seattle_Citywide,OTH2,08/14/2018 01:39:00 PM,08/14/2018 01:59:00 PM,Weekday,Midday,UD4H,,Light Clouds,76,1,2,A,Male,0-4,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,
664,2018_Seattle_Citywide,OTH2,08/14/2018 01:39:00 PM,08/14/2018 01:59:00 PM,Weekday,Midday,UD4H,,Light Clouds,76,1,1,B,Male,5-14,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,
665,2018_Seattle_Citywide,OTH2,08/14/2018 01:39:00 PM,08/14/2018 01:59:00 PM,Weekday,Midday,UD4H,,Light Clouds,76,1,2,A,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
666,2018_Seattle_Citywide,OTH2,08/14/2018 01:39:00 PM,08/14/2018 01:59:00 PM,Weekday,Midday,UD4H,,Light Clouds,76,1,2,A,Male,0-4,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,
667,2018_Seattle_Citywide,OTH2,08/14/2018 01:39:00 PM,08/14/2018 01:59:00 PM,Weekday,Midday,UD4H,,Light Clouds,76,1,2,W,Female,25-44,,,1,1,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,
668,2018_Seattle_Citywide,OTH2,08/14/2018 01:39:00 PM,08/14/2018 01:59:00 PM,Weekday,Midday,UD4H,,Light Clouds,76,1,2,W,Female,25-44,,,1,1,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,
669,2018_Seattle_Citywide,OTH2,08/14/2018 01:39:00 PM,08/14/2018 01:59:00 PM,Weekday,Midday,UD4H,,Light Clouds,76,1,1,L,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
670,2018_Seattle_Citywide,OTH2,08/14/2018 01:39:00 PM,08/14/2018 01:59:00 PM,Weekday,Midday,UD4H,,Light Clouds,76,1,1,B,Male,45-64,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
671,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,1,B,Male,5-14,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
672,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,1,A,Female,45-64,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
673,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,1,A,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
674,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,2,U,Male,25-44,1,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,
675,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,2,U,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
676,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,1,A,Male,45-64,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
677,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,2,B,Female,5-14,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
678,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,2,B,Female,65+,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
679,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,1,A,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
680,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,
681,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,1,A,Female,25-44,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,
682,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
683,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,1,L,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
684,2018_Seattle_Citywide,OTH2,08/14/2018 05:36:00 PM,08/14/2018 05:56:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,1,U,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
685,2018_Seattle_Citywide,OTH2,08/18/2018 02:21:00 PM,08/18/2018 02:41:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,71,1,1,A,Female,65+,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
686,2018_Seattle_Citywide,OTH2,08/18/2018 02:21:00 PM,08/18/2018 02:41:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,71,1,2,A,Female,65+,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
687,2018_Seattle_Citywide,OTH2,08/18/2018 02:21:00 PM,08/18/2018 02:41:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,71,1,2,A,Female,65+,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
688,2018_Seattle_Citywide,OTH2,08/18/2018 02:21:00 PM,08/18/2018 02:41:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,71,1,1,A,Female,65+,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
689,2018_Seattle_Citywide,OTH2,08/18/2018 02:21:00 PM,08/18/2018 02:41:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,71,1,1,A,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
690,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,2,B,Male,15-24,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,
691,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,2,B,Male,15-24,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,
692,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,2,A,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
693,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
694,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,1,A,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
695,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,1,U,Female,15-24,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
696,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,1,A,Female,45-64,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
697,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
698,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,1,B,Female,25-44,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,
699,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,1,B,Male,65+,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
700,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,1,A,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
701,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,2,A,Female,15-24,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
702,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,2,W,Female,15-24,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,
703,2018_Seattle_Citywide,OTH2,08/18/2018 05:20:00 PM,08/18/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,1,A,Male,65+,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
704,2018_Seattle_Citywide,OTH2,08/20/2018 10:18:00 AM,08/20/2018 10:38:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,1,1,A,Female,65+,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
705,2018_Seattle_Citywide,OTH2,08/20/2018 10:18:00 AM,08/20/2018 10:38:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,1,1,B,Female,15-24,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
706,2018_Seattle_Citywide,OTH2,08/20/2018 10:18:00 AM,08/20/2018 10:38:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,1,1,B,Female,65+,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
707,2018_Seattle_Citywide,OTH2,08/20/2018 10:18:00 AM,08/20/2018 10:38:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,1,1,A,Male,45-64,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,
708,2018_Seattle_Citywide,OTH2,08/20/2018 10:18:00 AM,08/20/2018 10:38:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,1,1,W,Female,65+,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
709,2018_Seattle_Citywide,OTH2,08/20/2018 10:18:00 AM,08/20/2018 10:38:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,1,2,A,Male,15-24,,,1,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,
710,2018_Seattle_Citywide,OTH2,08/20/2018 10:18:00 AM,08/20/2018 10:38:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,1,2,A,Female,15-24,,,1,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,
711,2018_Seattle_Citywide,OTH2,08/20/2018 10:18:00 AM,08/20/2018 10:38:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,1,1,A,Female,15-24,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
712,2018_Seattle_Citywide,OTH2,08/20/2018 10:18:00 AM,08/20/2018 10:38:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,1,1,A,Male,45-64,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
713,2018_Seattle_Citywide,OTH2,08/20/2018 10:18:00 AM,08/20/2018 10:38:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,1,1,A,Female,45-64,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
714,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,A,Male,65+,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
715,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
716,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,B,Male,45-64,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
717,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,2,W,Male,45-64,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,
718,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,2,B,Male,45-64,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,
719,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,A,Female,45-64,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
720,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,B,Female,15-24,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
721,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,2,A,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
722,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,2,A,Male,15-24,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,
723,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,W,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
724,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
725,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,3,B,Male,15-24,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,1,,,,,,
726,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,3,B,Other_Unsure,0-4,,,1,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
727,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,3,B,Female,15-24,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,
728,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,B,Male,25-44,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
729,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,A,Male,25-44,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,
730,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,2,A,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
731,2018_Seattle_Citywide,OTH2,08/20/2018 01:50:00 PM,08/20/2018 02:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,2,A,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
732,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,1,L,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
733,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,1,U,Male,45-64,,,1,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,
734,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,1,A,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
735,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,1,W,Female,45-64,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
736,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,1,A,Female,65+,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
737,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,1,A,Female,65+,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
738,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,4,A,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
739,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,4,A,Female,5-14,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
740,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,4,A,Female,5-14,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
741,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,4,A,Female,5-14,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
742,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,1,U,Male,45-64,,,1,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,
743,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,1,A,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
744,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,1,A,Female,65+,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
745,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,1,B,Female,15-24,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
746,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
747,2018_Seattle_Citywide,OTH2,08/20/2018 05:19:00 PM,08/20/2018 05:39:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,1,M,Female,25-44,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
748,2018_Seattle_Citywide,MAM1,08/16/2018 08:42:00 AM,08/16/2018 09:02:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,1,1,W,Male,25-44,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
749,2018_Seattle_Citywide,MAM1,08/16/2018 08:42:00 AM,08/16/2018 09:02:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,1,1,A,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
750,2018_Seattle_Citywide,MAM1,08/16/2018 08:42:00 AM,08/16/2018 09:02:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
751,2018_Seattle_Citywide,MAM1,08/16/2018 12:36:00 PM,08/16/2018 12:56:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,67,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
752,2018_Seattle_Citywide,MAM1,08/16/2018 12:36:00 PM,08/16/2018 12:56:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,67,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
753,2018_Seattle_Citywide,MAM1,08/16/2018 12:36:00 PM,08/16/2018 12:56:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,67,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
754,2018_Seattle_Citywide,MAM1,08/16/2018 12:36:00 PM,08/16/2018 12:56:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,67,1,1,L,Male,15-24,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
755,2018_Seattle_Citywide,MAM1,08/16/2018 04:40:00 PM,08/16/2018 05:00:00 PM,Weekday,Evening,UD4H,,Light Clouds,74,1,3,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
756,2018_Seattle_Citywide,MAM1,08/16/2018 04:40:00 PM,08/16/2018 05:00:00 PM,Weekday,Evening,UD4H,,Light Clouds,74,1,3,L,Male,25-44,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,
757,2018_Seattle_Citywide,MAM1,08/16/2018 04:40:00 PM,08/16/2018 05:00:00 PM,Weekday,Evening,UD4H,,Light Clouds,74,1,3,M,Male,0-4,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
758,2018_Seattle_Citywide,MAM1,08/16/2018 04:40:00 PM,08/16/2018 05:00:00 PM,Weekday,Evening,UD4H,,Light Clouds,74,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
759,2018_Seattle_Citywide,MAM1,08/17/2018 08:32:00 AM,08/17/2018 08:52:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,58,1,1,A,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
760,2018_Seattle_Citywide,MAM1,08/17/2018 08:32:00 AM,08/17/2018 08:52:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,58,1,1,B,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
761,2018_Seattle_Citywide,MAM1,08/17/2018 12:31:00 PM,08/17/2018 12:51:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,63,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
762,2018_Seattle_Citywide,MAM1,08/17/2018 04:30:00 PM,08/17/2018 04:50:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,72,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
763,2018_Seattle_Citywide,MAM1,08/17/2018 04:30:00 PM,08/17/2018 04:50:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,72,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
764,2018_Seattle_Citywide,MAM1,08/17/2018 04:30:00 PM,08/17/2018 04:50:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,72,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
765,2018_Seattle_Citywide,MAM1,08/25/2018 01:10:00 PM,08/25/2018 01:30:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,59,1,1,L,Male,25-44,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
766,2018_Seattle_Citywide,MAM1,08/25/2018 01:10:00 PM,08/25/2018 01:30:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,59,1,1,A,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
