unique_staying_id,study_id,location_id,staying_time_start,staying_time_end,staying_day_of_week,staying_time_of_day,staying_count_surveyor,staying_conditions,staying_microclimate,staying_temperature,staying_row_total,staying_group_size,staying_race_ethnicity,staying_gender,staying_age,standing,leaning,sitting_formal_all,sitting_formal_public,sitting_formal_public_fixed_bench,sitting_formal_public_fixed_wall_with_seats,sitting_formal_public_movable_seat,sitting_formal_commercial,sitting_formal_private,sitting_informal,lying,staying_mobility_assist,commercial_all,commercial_selling,commercial_selling_informal,commercial_buying,commercial_observing,eating_drinking,talking_to_others,smoking,cultural,recreation_active,recreation_passive,waiting_transportation,working_civic,disruptive,disruptive_aggressive,disruptive_intoxicated,living_public,using_electronics,soliciting,staying_covid_mask,staying_covid_social_distance,taking_care_child,feeding_child,staying_notes
7706,2019_Yesler_Crescent,PIO16,05/23/2019 07:30:00 AM,05/23/2019 07:50:00 AM,Thursday,Morning,SDOT,,,,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
7707,2019_Yesler_Crescent,PIO16,05/23/2019 07:30:00 AM,05/23/2019 07:50:00 AM,Thursday,Morning,SDOT,,,,1,2,M,Male,25-44,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
7708,2019_Yesler_Crescent,PIO16,05/23/2019 07:30:00 AM,05/23/2019 07:50:00 AM,Thursday,Morning,SDOT,,,,1,2,B,Male,45-64,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7709,2019_Yesler_Crescent,PIO16,05/23/2019 07:30:00 AM,05/23/2019 07:50:00 AM,Thursday,Morning,SDOT,,,,1,2,W,Female,45-64,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7710,2019_Yesler_Crescent,PIO16,05/23/2019 07:30:00 AM,05/23/2019 07:50:00 AM,Thursday,Morning,SDOT,,,,1,1,U,Male,25-44,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,
7711,2019_Yesler_Crescent,PIO16,05/23/2019 07:30:00 AM,05/23/2019 07:50:00 AM,Thursday,Morning,SDOT,,,,1,3,W,Female,15-24,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
7712,2019_Yesler_Crescent,PIO16,05/23/2019 07:30:00 AM,05/23/2019 07:50:00 AM,Thursday,Morning,SDOT,,,,1,3,B,Male,15-24,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
7713,2019_Yesler_Crescent,PIO16,05/23/2019 07:30:00 AM,05/23/2019 07:50:00 AM,Thursday,Morning,SDOT,,,,1,3,B,Male,25-44,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
7714,2019_Yesler_Crescent,PIO16,05/23/2019 07:30:00 AM,05/23/2019 07:50:00 AM,Thursday,Morning,SDOT,,,,1,1,L,Male,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7715,2019_Yesler_Crescent,PIO15,05/23/2019 07:52:00 AM,05/23/2019 08:12:00 AM,Thursday,Morning,SDOT,,,,1,1,B,Male,45-64,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7716,2019_Yesler_Crescent,PIO15,05/23/2019 07:52:00 AM,05/23/2019 08:12:00 AM,Thursday,Morning,SDOT,,,,1,1,L,Male,25-44,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
7717,2019_Yesler_Crescent,PIO15,05/23/2019 07:52:00 AM,05/23/2019 08:12:00 AM,Thursday,Morning,SDOT,,,,1,1,B,Female,25-44,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
7718,2019_Yesler_Crescent,PIO15,05/23/2019 07:52:00 AM,05/23/2019 08:12:00 AM,Thursday,Morning,SDOT,,,,1,1,W,Male,45-64,,,,,,,,,,1,,1,,,,,,1,,,,,1,,,,,,,,,,,,,
7719,2019_Yesler_Crescent,PIO15,05/23/2019 07:52:00 AM,05/23/2019 08:12:00 AM,Thursday,Morning,SDOT,,,,1,1,W,Female,25-44,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
7720,2019_Yesler_Crescent,PIO15,05/23/2019 07:52:00 AM,05/23/2019 08:12:00 AM,Thursday,Morning,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
7721,2019_Yesler_Crescent,PIO15,05/23/2019 07:52:00 AM,05/23/2019 08:12:00 AM,Thursday,Morning,SDOT,,,,1,1,B,Male,25-44,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,
7722,2019_Yesler_Crescent,PIO15,05/23/2019 07:52:00 AM,05/23/2019 08:12:00 AM,Thursday,Morning,SDOT,,,,1,1,W,Male,65+,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,
7723,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,6,W,Male,65+,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
7724,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,6,B,Male,25-44,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7725,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,6,B,Male,25-44,,,1,,1,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,
7726,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,6,B,Male,25-44,,,1,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,
7727,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,6,W,Male,65+,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
7728,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,6,B,Male,25-44,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7729,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,1,B,Male,25-44,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7730,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,2,W,Male,45-64,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
7731,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,2,L,Male,45-64,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
7732,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,1,B,Male,25-44,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,
7733,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,1,B,Male,45-64,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7734,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,2,B,Male,45-64,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7735,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,2,W,Female,45-64,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7736,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,5,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7737,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,5,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7738,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,5,W,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7739,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,5,L,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7740,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,5,L,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7741,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,
7742,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,1,W,Male,65+,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
7743,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,
7744,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,3,W,Male,25-44,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7745,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,3,B,Male,15-24,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7746,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,3,L,Male,25-44,,,1,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
7747,2019_Yesler_Crescent,PIO16,05/23/2019 08:15:00 AM,05/23/2019 08:35:00 AM,Thursday,Morning,SDOT,,,,1,1,W,Male,45-64,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
7748,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,5,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Where you situate yourself
7749,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,5,B,Male,45-64,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7750,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,5,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7751,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,5,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7752,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,5,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7753,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,4,B,Male,45-64,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Playing chess
7754,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,4,B,Male,45-64,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
7755,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,4,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7756,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,4,L,Male,25-44,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
7757,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Female,45-64,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7758,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,2,B,Male,25-44,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7759,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,2,B,Male,25-44,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7760,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Female,25-44,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7761,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7762,2019_Yesler_Crescent,PIO12,05/23/2019 12:19:00 PM,05/23/2019 12:39:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7763,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
7764,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Female,25-44,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7765,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
7766,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,2,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7767,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Female,15-24,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7768,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7769,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,2,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7770,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,2,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7771,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,15-24,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7772,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7773,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,2,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7774,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7775,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,6,B,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7776,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,6,B,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7777,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,6,B,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7778,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,6,B,Male,15-24,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7779,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,6,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7780,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,6,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7781,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7782,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,25-44,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7783,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,1,W,Male,65+,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
7784,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7785,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,15-24,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
7786,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,2,B,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7787,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,2,B,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7788,2019_Yesler_Crescent,PIO11,05/23/2019 11:57:00 AM,05/23/2019 12:17:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,
7789,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,3,B,Male,45-64,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7790,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,3,B,Female,45-64,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7791,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,3,B,Male,45-64,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7792,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,1,W,Female,25-44,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7793,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,1,W,Male,25-44,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7794,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,5,B,Male,25-44,,,1,,,1,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,Has an umbrella up for shade
7795,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,5,B,Male,45-64,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7796,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,5,B,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7797,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,5,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Sherif officer arrive at 11:40am
7798,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,5,W,Female,45-64,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7799,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,1,B,Female,25-44,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7800,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,,,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
7801,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,1,B,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7802,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,1,W,Male,25-44,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7803,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7804,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
7805,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,2,W,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
7806,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,2,W,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
7807,2019_Yesler_Crescent,PIO12,05/23/2019 11:35:00 AM,05/23/2019 11:55:00 AM,Thursday,Midday,SDOT,,,,1,1,M,Female,25-44,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
7808,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,4,W,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7809,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,4,B,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7810,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,4,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7811,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,4,B,Male,25-44,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7812,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,15-24,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7813,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7814,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,1,B,Male,45-64,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7815,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,2,B,Male,45-64,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7816,2019_Yesler_Crescent,PIO11,05/23/2019 12:43:00 PM,05/23/2019 01:03:00 PM,Thursday,Midday,SDOT,,,,1,2,B,Male,45-64,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
