unique_moving_id,study_id,location_id,moving_time_start,moving_time_end,moving_day_of_week,moving_time_of_day,moving_count_surveyor,moving_conditions,moving_microclimate,moving_temperature,moving_row_id,moving_row_total,moving_male,moving_male_mobility_assist,moving_female,moving_female_mobility_assist,moving_other_unsure,moving_other_unsure_mobility_assist,moving_total_mobility_assist,moving_groupsize_1,moving_groupsize_2,moving_groupsize_3,moving_groupsize_4,moving_groupsize_5,moving_groupsize_6,moving_groupsize_7,moving_groupsize_8,moving_groupsize_9,moving_groupsize_10+,moving_0-4,moving_5-14,moving_15-24,moving_25-44,moving_45-64,moving_65+,moving_25_64,moving_pedestrian,moving_micromobility,moving_bicycling,moving_motorized,moving_supported,moving_notes
842,2018_Seattle_Citywide,UNI3,08/17/2018 12:01:00 PM,08/17/2018 12:11:00 PM,Weekday,Midday,UD4H,event:roadwork_construction,Sun-Shaded,57,1,25,,,,,,,,12,3,1,1,0,0,0,0,0,0,,,,,,,,,,,,,
843,2018_Seattle_Citywide,UNI3,08/17/2018 12:11:00 PM,08/17/2018 12:21:00 PM,Weekday,Midday,UD4H,event:roadwork_construction,Sun-Shaded,57,2,25,12,,12,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
844,2018_Seattle_Citywide,UNI3,08/17/2018 04:00:00 PM,08/17/2018 04:10:00 PM,Weekday,Evening,UD4H,event:roadwork_construction,Sun-Shaded,65,1,37,,,,,,,,17,6,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
845,2018_Seattle_Citywide,UNI3,08/17/2018 04:10:00 PM,08/17/2018 04:20:00 PM,Weekday,Evening,UD4H,event:roadwork_construction,Sun-Shaded,65,2,20,13,,7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
846,2018_Seattle_Citywide,UNI3,08/25/2018 12:00:00 PM,08/25/2018 12:10:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,58,1,11,,,,,,,,7,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
847,2018_Seattle_Citywide,UNI3,08/25/2018 12:10:00 PM,08/25/2018 12:20:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,58,2,11,6,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
848,2018_Seattle_Citywide,UNI3,08/25/2018 04:27:00 PM,08/25/2018 04:37:00 PM,Weekend,Evening,UD4H,,Heavy Clouds,60,1,6,,,,,,,,4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
849,2018_Seattle_Citywide,UNI3,08/25/2018 04:37:00 PM,08/25/2018 04:47:00 PM,Weekend,Evening,UD4H,,Heavy Clouds,60,2,6,2,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
850,2018_Seattle_Citywide,FRE1,08/23/2018 08:01:00 AM,08/23/2018 08:11:00 AM,Weekday,Morning,UD4H,,Light Rain,59,1,30,,,,,,,,25,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
851,2018_Seattle_Citywide,FRE1,08/23/2018 08:12:00 AM,08/23/2018 08:22:00 AM,Weekday,Morning,UD4H,,Light Rain,59,2,21,15,,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
852,2018_Seattle_Citywide,FRE1,08/23/2018 12:05:00 PM,08/23/2018 12:15:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,65,1,93,,,,,,,,41,11,2,2,0,1,0,0,0,1,,,,,,,,,,,,,
853,2018_Seattle_Citywide,FRE1,08/23/2018 12:16:00 PM,08/23/2018 12:26:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,65,2,76,46,,30,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
854,2018_Seattle_Citywide,FRE1,08/23/2018 04:05:00 PM,08/23/2018 04:15:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,51,,,,,,,,32,6,1,1,0,0,0,0,0,0,,,,,,,,,,,,,
855,2018_Seattle_Citywide,FRE1,08/23/2018 04:16:00 PM,08/23/2018 04:26:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,2,38,23,,15,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
856,2018_Seattle_Citywide,FRE1,08/24/2018 08:09:00 AM,08/24/2018 08:19:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,59,1,29,,,,,,,,22,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
857,2018_Seattle_Citywide,FRE1,08/24/2018 08:20:00 AM,08/24/2018 08:30:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,59,2,20,11,,9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
858,2018_Seattle_Citywide,FRE1,08/24/2018 12:05:00 PM,08/24/2018 12:15:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,84,,,,,,,,30,11,4,2,1,0,1,0,0,0,,,,,,,,,,,,,
859,2018_Seattle_Citywide,FRE1,08/24/2018 12:15:00 PM,08/24/2018 12:25:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,2,63,36,,27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
860,2018_Seattle_Citywide,FRE1,08/24/2018 04:03:00 PM,08/24/2018 04:13:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,35,,,,,,,,21,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
861,2018_Seattle_Citywide,FRE1,08/24/2018 04:14:00 PM,08/24/2018 04:24:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,2,45,27,,18,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
862,2018_Seattle_Citywide,FRE1,09/15/2018 12:22:00 PM,09/15/2018 12:32:00 PM,Weekend,Midday,UD4H,,Light Rain,59,1,21,,,,,,,,11,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
863,2018_Seattle_Citywide,FRE1,09/15/2018 12:33:00 PM,09/15/2018 12:43:00 PM,Weekend,Midday,UD4H,,Light Rain,59,2,26,16,,10,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
864,2018_Seattle_Citywide,FRE1,09/15/2018 04:16:00 PM,09/15/2018 04:26:00 PM,Weekend,Evening,UD4H,,Light Rain,64,1,50,,,,,,,,16,4,1,4,0,0,1,0,0,0,,,,,,,,,,,,,
865,2018_Seattle_Citywide,FRE1,09/15/2018 04:26:00 PM,09/15/2018 04:36:00 PM,Weekend,Evening,UD4H,,Light Rain,64,2,62,31,,30,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
866,2018_Seattle_Citywide,CID4,07/14/2018 01:04:00 PM,07/14/2018 01:14:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,36,,,,,,,,21,6,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
867,2018_Seattle_Citywide,CID4,07/14/2018 01:15:00 PM,07/14/2018 01:25:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,2,33,23,,10,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
868,2018_Seattle_Citywide,CID4,07/14/2018 05:01:00 PM,07/14/2018 05:11:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,14,,,,,,,,14,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
869,2018_Seattle_Citywide,CID4,07/14/2018 05:13:00 PM,07/14/2018 05:23:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,2,33,24,,8,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
870,2018_Seattle_Citywide,CID4,07/17/2018 09:02:00 AM,07/17/2018 09:12:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,68,1,10,,,,,,,,6,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
871,2018_Seattle_Citywide,CID4,07/17/2018 01:13:00 PM,07/17/2018 01:23:00 PM,Weekday,Midday,UD4H,event:cultural_communal,Sun-Shaded,75,1,56,,,,,,,,39,4,3,0,0,0,0,0,0,0,,,,,,,,,,,,,
872,2018_Seattle_Citywide,CID4,07/17/2018 01:24:00 PM,07/17/2018 01:34:00 PM,Weekday,Midday,UD4H,event:cultural_communal,Sun-Shaded,75,2,38,18,,20,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
873,2018_Seattle_Citywide,CID4,07/17/2018 04:43:00 PM,07/17/2018 04:53:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,82,1,21,,,,,,,,21,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
874,2018_Seattle_Citywide,CID4,07/17/2018 04:55:00 PM,07/17/2018 05:05:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,82,2,18,14,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
875,2018_Seattle_Citywide,CID4,07/19/2018 09:03:00 AM,07/19/2018 09:13:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,59,1,14,,,,,,,,10,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
876,2018_Seattle_Citywide,CID4,07/19/2018 09:14:00 AM,07/19/2018 09:24:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,59,2,8,8,,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
877,2018_Seattle_Citywide,CID4,07/19/2018 12:46:00 PM,07/19/2018 12:56:00 PM,Weekday,Midday,UD4H,event:commercial_event,Heavy Clouds,62,1,34,,,,,,,,20,5,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
878,2018_Seattle_Citywide,CID4,07/19/2018 12:58:00 PM,07/19/2018 01:08:00 PM,Weekday,Midday,UD4H,event:commercial_event,Heavy Clouds,62,2,34,21,,13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
879,2018_Seattle_Citywide,CID4,07/19/2018 04:00:00 PM,07/19/2018 04:10:00 PM,Weekday,Evening,UD4H,event:commercial_event,Heavy Clouds,67,1,21,,,,,,,,15,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
880,2018_Seattle_Citywide,CID4,07/19/2018 04:11:00 PM,07/19/2018 04:21:00 PM,Weekday,Evening,UD4H,event:commercial_event,Heavy Clouds,67,2,22,13,,9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
881,2018_Seattle_Citywide,NOR2,09/06/2018 09:14:00 AM,09/06/2018 09:24:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,67,1,8,,,,,,,,8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
882,2018_Seattle_Citywide,NOR2,09/06/2018 09:25:00 AM,09/06/2018 09:35:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,67,2,11,9,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
883,2018_Seattle_Citywide,NOR2,09/06/2018 01:00:00 PM,09/06/2018 01:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,76,1,22,,,,,,,,16,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
884,2018_Seattle_Citywide,NOR2,09/06/2018 01:10:00 PM,09/06/2018 01:20:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,76,2,21,12,,9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
885,2018_Seattle_Citywide,NOR2,09/06/2018 05:18:00 PM,09/06/2018 05:28:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,84,1,24,,,,,,,,15,3,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
886,2018_Seattle_Citywide,NOR2,09/06/2018 05:29:00 PM,09/06/2018 05:39:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,84,2,19,10,,9,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
887,2018_Seattle_Citywide,NOR2,09/07/2018 08:50:00 AM,09/07/2018 09:00:00 AM,Weekday,Morning,UD4H,,Light Clouds,61,1,9,,,,,,,,9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
888,2018_Seattle_Citywide,NOR2,09/07/2018 09:02:00 AM,09/07/2018 09:12:00 AM,Weekday,Morning,UD4H,,Light Clouds,61,2,16,9,,7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
889,2018_Seattle_Citywide,NOR2,09/07/2018 01:21:00 PM,09/07/2018 01:31:00 PM,Weekday,Midday,UD4H,,Light Clouds,70,1,23,,,,,,,,16,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
890,2018_Seattle_Citywide,NOR2,09/07/2018 01:31:00 PM,09/07/2018 01:41:00 PM,Weekday,Midday,UD4H,,Light Clouds,70,2,19,8,,10,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
891,2018_Seattle_Citywide,NOR2,09/07/2018 05:04:00 PM,09/07/2018 05:14:00 PM,Weekday,Evening,UD4H,,Light Clouds,71,1,21,,,,,,,,15,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
892,2018_Seattle_Citywide,NOR2,09/07/2018 05:14:00 PM,09/07/2018 05:24:00 PM,Weekday,Evening,UD4H,,Light Clouds,71,2,15,5,,10,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
893,2018_Seattle_Citywide,NOR2,09/08/2018 12:45:00 PM,09/08/2018 12:55:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,66,1,30,,,,,,,,16,2,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
894,2018_Seattle_Citywide,NOR2,09/08/2018 12:56:00 PM,09/08/2018 01:06:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,66,2,35,19,,16,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
895,2018_Seattle_Citywide,NOR2,09/08/2018 04:53:00 PM,09/08/2018 05:03:00 PM,Weekend,Evening,UD4H,,Light Clouds,69,1,11,,,,,,,,11,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
896,2018_Seattle_Citywide,NOR2,09/08/2018 05:04:00 PM,09/08/2018 05:14:00 PM,Weekend,Evening,UD4H,,Light Clouds,69,2,20,14,,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
897,2018_Seattle_Citywide,BLT4,07/14/2018 12:05:00 PM,07/14/2018 12:15:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,76,1,26,,,,,,,,11,6,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
898,2018_Seattle_Citywide,BLT4,07/14/2018 12:17:00 PM,07/14/2018 12:27:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,76,2,27,10,,17,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
899,2018_Seattle_Citywide,BLT4,07/14/2018 04:01:00 PM,07/14/2018 04:11:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,82,1,54,,,,,,,,17,10,3,2,0,0,0,0,0,0,,,,,,,,,,,,,
900,2018_Seattle_Citywide,BLT4,07/14/2018 04:13:00 PM,07/14/2018 04:23:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,82,2,30,16,,14,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
901,2018_Seattle_Citywide,BLT4,07/17/2018 08:10:00 AM,07/17/2018 08:20:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,35,,,,,,,,19,6,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
902,2018_Seattle_Citywide,BLT4,07/17/2018 08:22:00 AM,07/17/2018 08:32:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,2,31,13,,18,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
903,2018_Seattle_Citywide,BLT4,07/17/2018 12:00:00 PM,07/17/2018 12:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,38,,,,,,,,19,8,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
904,2018_Seattle_Citywide,BLT4,07/17/2018 12:11:00 PM,07/17/2018 12:21:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,2,37,25,,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
905,2018_Seattle_Citywide,BLT4,07/17/2018 05:05:00 PM,07/17/2018 05:15:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,82,1,47,,,,,,,,34,5,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
906,2018_Seattle_Citywide,BLT4,07/17/2018 05:17:00 PM,07/17/2018 05:27:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,82,2,40,24,,16,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
907,2018_Seattle_Citywide,BLT4,07/18/2018 08:11:00 AM,07/18/2018 08:21:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,63,1,16,,,,,,,,12,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
908,2018_Seattle_Citywide,BLT4,07/18/2018 08:22:00 AM,07/18/2018 08:32:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,63,2,28,16,,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
909,2018_Seattle_Citywide,BLT4,07/18/2018 12:01:00 PM,07/18/2018 12:11:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,68,1,40,,,,,,,,14,5,0,0,0,1,0,0,0,1,,,,,,,,,,,,,
910,2018_Seattle_Citywide,BLT4,07/18/2018 12:13:00 PM,07/18/2018 12:23:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,68,2,35,16,,19,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
911,2018_Seattle_Citywide,BLT4,07/18/2018 05:01:00 PM,07/18/2018 05:11:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,74,1,53,,,,,,,,36,1,1,0,0,2,0,0,0,0,,,,,,,,,,,,,
912,2018_Seattle_Citywide,BLT4,07/18/2018 05:12:00 PM,07/18/2018 05:22:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,74,2,58,27,,31,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
913,2018_Seattle_Citywide,CID2,07/14/2018 01:20:00 PM,07/14/2018 01:30:00 PM,Weekend,Midday,UD4H,event:cultural_communal,Sun-Exposed,78,1,117,,,,,,,,26,18,7,4,2,0,0,1,0,0,,,,,,,,,,,,,
914,2018_Seattle_Citywide,CID2,07/14/2018 01:30:00 PM,07/14/2018 01:40:00 PM,Weekend,Midday,UD4H,event:cultural_communal,Sun-Exposed,78,2,80,32,,48,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
915,2018_Seattle_Citywide,CID2,07/14/2018 05:00:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:cultural_communal,Sun-Shaded,78,1,38,,,,,,,,13,4,3,2,0,0,0,0,0,0,,,,,,,,,,,,,
916,2018_Seattle_Citywide,CID2,07/14/2018 05:11:00 PM,07/14/2018 05:21:00 PM,Weekend,Evening,UD4H,event:cultural_communal,Sun-Shaded,78,2,45,26,,19,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
917,2018_Seattle_Citywide,CID2,07/19/2018 08:17:00 AM,07/19/2018 08:27:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,56,1,6,,,,,,,,6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
918,2018_Seattle_Citywide,CID2,07/19/2018 08:28:00 AM,07/19/2018 08:38:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,56,2,11,6,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
919,2018_Seattle_Citywide,CID2,07/19/2018 11:56:00 AM,07/19/2018 12:06:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,65,1,57,,,,,,,,21,11,2,0,0,0,0,1,0,0,,,,,,,,,,,,,
920,2018_Seattle_Citywide,CID2,07/19/2018 12:07:00 PM,07/19/2018 12:17:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,65,2,43,17,,26,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
921,2018_Seattle_Citywide,CID2,07/19/2018 04:05:00 PM,07/19/2018 04:15:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,70,1,19,,,,,,,,12,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
922,2018_Seattle_Citywide,CID2,07/19/2018 04:16:00 PM,07/19/2018 04:26:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,70,2,36,23,,13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
923,2018_Seattle_Citywide,CID2,07/20/2018 08:19:00 AM,07/20/2018 08:29:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,57,1,8,,,,,,,,6,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
924,2018_Seattle_Citywide,CID2,07/20/2018 08:30:00 AM,07/20/2018 08:40:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,57,2,12,7,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
