unique_moving_id,study_id,location_id,moving_time_start,moving_time_end,moving_day_of_week,moving_time_of_day,moving_count_surveyor,moving_conditions,moving_microclimate,moving_temperature,moving_row_id,moving_row_total,moving_male,moving_male_mobility_assist,moving_female,moving_female_mobility_assist,moving_other_unsure,moving_other_unsure_mobility_assist,moving_total_mobility_assist,moving_groupsize_1,moving_groupsize_2,moving_groupsize_3,moving_groupsize_4,moving_groupsize_5,moving_groupsize_6,moving_groupsize_7,moving_groupsize_8,moving_groupsize_9,moving_groupsize_10+,moving_0-4,moving_5-14,moving_15-24,moving_25-44,moving_45-64,moving_65+,moving_25_64,moving_pedestrian,moving_micromobility,moving_bicycling,moving_motorized,moving_supported,moving_notes
2041,2019_Yesler_Crescent,PIO17,07/10/2019 08:52:00 AM,07/10/2019 09:02:00 AM,Wednesday,Morning,SDOT,,,,2,13,8,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2042,2019_Yesler_Crescent,PIO17,07/10/2019 08:31:00 AM,07/10/2019 08:41:00 AM,Wednesday,Morning,SDOT,,,,2,13,6,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2043,2019_Yesler_Crescent,PIO17,07/10/2019 07:40:00 AM,07/10/2019 07:50:00 AM,Wednesday,Morning,SDOT,,,,3,10,,,,,,,,,,,,,,,,,,0,0,2,7,1,0,,,,,,,
2044,2019_Yesler_Crescent,PIO18,07/10/2019 08:42:00 AM,07/10/2019 08:52:00 AM,Wednesday,Morning,SDOT,,,,2,15,6,0,8,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2045,2019_Yesler_Crescent,PIO18,07/10/2019 07:50:00 AM,07/10/2019 08:00:00 AM,Wednesday,Morning,SDOT,,,,3,30,,,,,,,,,,,,,,,,,,0,0,9,21,0,0,,,,,,,
2046,2019_Yesler_Crescent,PIO18,07/10/2019 08:23:00 AM,07/10/2019 08:33:00 AM,Wednesday,Morning,SDOT,,,,2,20,11,0,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2047,2019_Yesler_Crescent,PIO17,07/10/2019 08:00:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,2,8,0,5,0,0,3,0,5,,,,,,,,,,,,,,,,,,,,,,,
2048,2019_Yesler_Crescent,PIO7,07/10/2019 07:34:00 AM,07/10/2019 07:44:00 AM,Wednesday,Morning,SDOT,,,,3,52,,,,,,,,,,,,,,,,,,0,0,0,47,5,0,,,,,,,
2049,2019_Yesler_Crescent,PIO7,07/10/2019 07:46:00 AM,07/10/2019 07:56:00 AM,Wednesday,Morning,SDOT,,,,2,40,22,2,16,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,
2050,2019_Yesler_Crescent,PIO7,07/10/2019 08:16:00 AM,07/10/2019 08:26:00 AM,Wednesday,Morning,SDOT,,,,3,34,,,,,,,,,,,,,,,,,,0,0,0,27,7,0,,,,,,,
2051,2019_Yesler_Crescent,PIO7,07/10/2019 08:26:00 AM,07/10/2019 08:36:00 AM,Wednesday,Morning,SDOT,,,,2,32,22,2,7,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,
2052,2019_Yesler_Crescent,PIO6,07/10/2019 07:56:00 AM,07/10/2019 08:06:00 AM,Wednesday,Morning,SDOT,,,,3,50,,,,,,,,,,,,,,,,,,0,0,0,39,11,0,,,,,,,
2053,2019_Yesler_Crescent,PIO6,07/10/2019 08:06:00 AM,07/10/2019 08:16:00 AM,Wednesday,Morning,SDOT,,,,2,55,34,2,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2054,2019_Yesler_Crescent,PIO6,07/10/2019 08:46:00 AM,07/10/2019 08:56:00 AM,Wednesday,Morning,SDOT,,,,2,76,43,0,32,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
2055,2019_Yesler_Crescent,PIO6,07/10/2019 08:36:00 AM,07/10/2019 08:46:00 AM,Wednesday,Morning,SDOT,,,,3,50,,,,,,,,,,,,,,,,,,0,0,0,42,8,0,,,,,,,
2056,2019_Yesler_Crescent,PIO8,07/10/2019 08:50:00 AM,07/10/2019 09:00:00 AM,Wednesday,Morning,SDOT,,,,3,48,,,,,,,,,,,,,,,,,,0,0,0,35,11,2,,,,,,,
2057,2019_Yesler_Crescent,PIO8,07/10/2019 09:00:00 AM,07/10/2019 09:10:00 AM,Wednesday,Morning,SDOT,,,,2,22,12,0,9,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2058,2019_Yesler_Crescent,PIO8,07/10/2019 08:00:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,3,27,,,,,,,,,,,,,,,,,,0,0,2,16,4,5,,,,,,,
2059,2019_Yesler_Crescent,PIO8,07/10/2019 08:11:00 AM,07/10/2019 08:21:00 AM,Wednesday,Morning,SDOT,,,,2,32,21,0,9,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,
2060,2019_Yesler_Crescent,PIO10,07/10/2019 08:25:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,3,133,,,,,,,,,,,,,,,,,,0,0,0,99,32,2,,,,,,,
2061,2019_Yesler_Crescent,PIO10,07/10/2019 08:37:00 AM,07/10/2019 08:47:00 AM,Wednesday,Morning,SDOT,,,,2,103,62,2,32,0,7,0,2,,,,,,,,,,,,,,,,,,,,,,,
2062,2019_Yesler_Crescent,PIO10,07/10/2019 07:35:00 AM,07/10/2019 07:45:00 AM,Wednesday,Morning,SDOT,,,,3,66,,,,,,,,,,,,,,,,,,0,0,6,48,9,3,,,,,,,
2063,2019_Yesler_Crescent,PIO10,07/10/2019 07:46:00 AM,07/10/2019 07:56:00 AM,Wednesday,Morning,SDOT,,,,2,112,69,0,32,0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,
2064,2019_Yesler_Crescent,PIO6,07/10/2019 12:08:00 PM,07/10/2019 12:18:00 PM,Wednesday,Midday,SDOT,,,,2,79,48,1,29,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,
2065,2019_Yesler_Crescent,PIO6,07/10/2019 11:57:00 AM,07/10/2019 12:07:00 PM,Wednesday,Midday,SDOT,,,,3,57,,,,,,,,,,,,,,,,,,0,0,2,34,16,5,,,,,,,
2066,2019_Yesler_Crescent,PIO7,07/10/2019 12:30:00 PM,07/10/2019 12:40:00 PM,Wednesday,Midday,SDOT,,,,2,37,29,1,6,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
2067,2019_Yesler_Crescent,PIO7,07/10/2019 12:19:00 PM,07/10/2019 12:29:00 PM,Wednesday,Midday,SDOT,,,,3,46,,,,,,,,,,,,,,,,,,0,0,2,14,23,7,,,,,,,
2068,2019_Yesler_Crescent,PIO7,07/10/2019 11:46:00 AM,07/10/2019 11:56:00 AM,Wednesday,Midday,SDOT,,,,2,35,24,0,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2069,2019_Yesler_Crescent,PIO7,07/10/2019 11:36:00 AM,07/10/2019 11:46:00 AM,Wednesday,Midday,SDOT,,,,3,38,,,,,,,,,,,,,,,,,,3,3,1,25,4,2,,,,,,,
2070,2019_Yesler_Crescent,PIO10,07/10/2019 11:26:00 AM,07/10/2019 11:36:00 AM,Wednesday,Midday,SDOT,,,,3,89,,,,,,,,,,,,,,,,,,0,0,11,42,32,4,,,,,,,"policemen (6) taking up sidewalk, standing with bikes- left 1/4 way through"
2071,2019_Yesler_Crescent,PIO10,07/10/2019 11:37:00 AM,07/10/2019 11:47:00 AM,Wednesday,Midday,SDOT,,,,2,101,67,3,29,0,2,0,3,,,,,,,,,,,,,,,,,,,,,,,"only twice saw a woman walking alone, all others were with somenoe"
2072,2019_Yesler_Crescent,PIO8,07/10/2019 11:48:00 AM,07/10/2019 11:58:00 AM,Wednesday,Midday,SDOT,,,,3,25,,,,,,,,,,,,,,,,,,0,0,3,14,8,0,,,,,,,"construction going on at east end of the block, sidewalk blocked off"
2073,2019_Yesler_Crescent,PIO8,07/10/2019 11:59:00 AM,07/10/2019 12:09:00 PM,Wednesday,Midday,SDOT,,,,2,33,19,4,9,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,
2074,2019_Yesler_Crescent,PIO10,07/10/2019 12:24:00 PM,07/10/2019 12:34:00 PM,Wednesday,Midday,SDOT,,,,2,142,92,1,38,0,10,1,2,,,,,,,,,,,,,,,,,,,,,,,"woman said sidewalks are messed up from tree roots, makes it hard for wheelchairs and walking"
2075,2019_Yesler_Crescent,PIO10,07/10/2019 12:12:00 PM,07/10/2019 12:22:00 PM,Wednesday,Midday,SDOT,,,,3,105,,,,,,,,,,,,,,,,,,0,0,23,30,39,13,,,,,,,
2076,2019_Yesler_Crescent,PIO8,07/10/2019 12:35:00 PM,07/10/2019 12:45:00 PM,Wednesday,Midday,SDOT,,,,3,31,,,,,,,,,,,,,,,,,,0,0,0,17,13,1,,,,,,,
2077,2019_Yesler_Crescent,PIO8,07/10/2019 12:51:00 PM,07/10/2019 01:01:00 PM,Wednesday,Midday,SDOT,,,,2,41,27,2,9,0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,
2078,2019_Yesler_Crescent,PIO17,07/10/2019 11:52:00 AM,07/10/2019 12:02:00 PM,Wednesday,Midday,SDOT,,,,3,20,,,,,,,,,,,,,,,,,,0,0,0,10,10,0,,,,,,,
2079,2019_Yesler_Crescent,PIO17,07/10/2019 12:03:00 PM,07/10/2019 12:13:00 PM,Wednesday,Midday,SDOT,,,,2,43,29,0,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2080,2019_Yesler_Crescent,PIO17,07/10/2019 11:29:00 AM,07/10/2019 11:39:00 AM,Wednesday,Midday,SDOT,,,,3,23,,,,,,,,,,,,,,,,,,0,0,0,15,8,0,,,,,,,
2081,2019_Yesler_Crescent,PIO18,07/10/2019 11:40:00 AM,07/10/2019 11:50:00 AM,Wednesday,Midday,SDOT,,,,2,13,6,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2082,2019_Yesler_Crescent,PIO18,07/10/2019 12:25:00 PM,07/10/2019 12:35:00 PM,Wednesday,Midday,SDOT,,,,2,17,11,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2083,2019_Yesler_Crescent,PIO18,07/10/2019 12:15:00 PM,07/10/2019 12:25:00 PM,Wednesday,Midday,SDOT,,,,3,17,,,,,,,,,,,,,,,,,,0,0,0,11,5,1,,,,,,,
2084,2019_Yesler_Crescent,PIO17,07/10/2019 12:40:00 PM,07/10/2019 12:50:00 PM,Wednesday,Midday,SDOT,,,,2,31,19,1,11,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2085,2019_Yesler_Crescent,PIO18,07/10/2019 12:30:00 PM,07/10/2019 12:40:00 PM,Wednesday,Midday,SDOT,,,,3,15,,,,,,,0,,,,,,,,,,,0,0,0,11,4,0,,,,,,,
2086,2019_Yesler_Crescent,PIO6,07/10/2019 12:41:00 PM,07/10/2019 12:51:00 PM,Wednesday,Midday,SDOT,,,,3,72,,,,,,,,,,,,,,,,,,1,4,10,29,25,3,,,,,,,
2087,2019_Yesler_Crescent,PIO6,07/10/2019 12:51:00 PM,07/10/2019 01:01:00 PM,Wednesday,Midday,SDOT,,,,2,79,54,0,24,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
2088,2019_Yesler_Crescent,PIO14,07/10/2019 11:45:00 AM,07/10/2019 11:55:00 AM,Wednesday,Midday,SDOT,,,,2,14,12,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2089,2019_Yesler_Crescent,PIO14,07/10/2019 11:35:00 AM,07/10/2019 11:45:00 AM,Wednesday,Midday,SDOT,,,,3,9,,,,,,,,,,,,,,,,,,0,0,0,7,2,0,,,,,,,
2090,2019_Yesler_Crescent,PIO12,07/10/2019 12:05:00 PM,07/10/2019 12:15:00 PM,Wednesday,Midday,SDOT,,,,2,85,49,4,32,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,
2091,2019_Yesler_Crescent,PIO12,07/10/2019 11:55:00 AM,07/10/2019 12:05:00 PM,Wednesday,Midday,SDOT,,,,3,59,,,,,,,,,,,,,,,,,,0,0,8,25,24,2,,,,,,,
2092,2019_Yesler_Crescent,PIO12,07/10/2019 01:10:00 AM,07/10/2019 01:20:00 AM,Wednesday,Midday,SDOT,,,,2,36,18,0,17,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2093,2019_Yesler_Crescent,PIO12,07/10/2019 12:41:00 PM,07/10/2019 12:51:00 PM,Wednesday,Midday,SDOT,,,,3,35,,,,,,,,,,,,,,,,,,1,0,7,18,9,0,,,,,,,
2094,2019_Yesler_Crescent,PIO14,07/10/2019 12:30:00 PM,07/10/2019 12:40:00 PM,Wednesday,Midday,SDOT,,,,2,12,9,1,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2095,2019_Yesler_Crescent,PIO14,07/10/2019 12:20:00 PM,07/10/2019 12:30:00 PM,Wednesday,Midday,SDOT,,,,3,13,,,,,,,,,,,,,,,,,,0,0,3,7,3,0,,,,,,,
2096,2019_Yesler_Crescent,PIO12,07/11/2019 09:06:00 AM,07/11/2019 09:16:00 AM,Thursday,Morning,SDOT,,,,2,50,33,3,14,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,
2097,2019_Yesler_Crescent,PIO12,07/11/2019 08:56:00 AM,07/11/2019 09:06:00 AM,Thursday,Morning,SDOT,,,,3,42,,,,,,,,,,,,,,,,,,0,0,0,32,10,0,,,,,,,
2098,2019_Yesler_Crescent,PIO14,07/11/2019 08:45:00 AM,07/11/2019 08:55:00 AM,Thursday,Morning,SDOT,,,,2,21,15,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2099,2019_Yesler_Crescent,PIO14,07/11/2019 08:35:00 AM,07/11/2019 08:45:00 AM,Thursday,Morning,SDOT,,,,3,16,,,,,,,,,,,,,,,,,,0,0,0,9,7,0,,,,,,,
2100,2019_Yesler_Crescent,PIO14,07/11/2019 07:52:00 AM,07/11/2019 08:02:00 AM,Thursday,Morning,SDOT,,,,2,33,16,0,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2101,2019_Yesler_Crescent,PIO14,07/11/2019 07:42:00 AM,07/11/2019 07:52:00 AM,Thursday,Morning,SDOT,,,,3,14,,,,,,,,,,,,,,,,,,0,0,0,11,3,0,,,,,,,
2102,2019_Yesler_Crescent,PIO12,07/11/2019 08:05:00 AM,07/11/2019 08:15:00 AM,Thursday,Morning,SDOT,,,,3,40,,,,,,,,,,,,,,,,,,0,0,3,24,11,2,,,,,,,
2103,2019_Yesler_Crescent,PIO12,07/11/2019 08:20:00 AM,07/11/2019 08:30:00 AM,Thursday,Morning,SDOT,,,,2,43,23,2,17,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,
2104,2019_Yesler_Crescent,PIO7,07/11/2019 07:33:00 AM,07/11/2019 07:43:00 AM,Thursday,Morning,SDOT,,,,3,25,,,,,,,,,,,,,,,,,,0,0,0,13,12,0,,,,,,,
2105,2019_Yesler_Crescent,PIO7,07/11/2019 07:45:00 AM,07/11/2019 07:55:00 AM,Thursday,Morning,SDOT,,,,2,31,21,1,6,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,
2106,2019_Yesler_Crescent,PIO6,07/11/2019 07:55:00 AM,07/11/2019 08:05:00 AM,Thursday,Morning,SDOT,,,,3,82,,,,,,,,,,,,,,,,,,0,0,0,53,29,0,,,,,,,
2107,2019_Yesler_Crescent,PIO6,07/11/2019 08:12:00 AM,07/11/2019 08:22:00 AM,Thursday,Morning,SDOT,,,,2,63,38,0,24,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
2108,2019_Yesler_Crescent,PIO7,07/11/2019 08:26:00 AM,07/11/2019 08:36:00 AM,Thursday,Morning,SDOT,,,,3,21,,,,,,,,,,,,,,,,,,0,0,0,13,8,0,,,,,,,
2109,2019_Yesler_Crescent,PIO7,07/11/2019 08:38:00 AM,07/11/2019 08:48:00 AM,Thursday,Morning,SDOT,,,,2,29,19,1,7,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
2110,2019_Yesler_Crescent,PIO6,07/11/2019 08:50:00 AM,07/11/2019 09:00:00 AM,Thursday,Morning,SDOT,,,,3,71,,,,,,,,,,,,,,,,,,0,0,0,56,15,0,,,,,,,
2111,2019_Yesler_Crescent,PIO6,07/11/2019 09:02:00 AM,07/11/2019 09:12:00 AM,Thursday,Morning,SDOT,,,,2,68,30,2,35,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,
2112,2019_Yesler_Crescent,PIO17,07/11/2019 08:33:00 AM,07/11/2019 08:43:00 AM,Thursday,Morning,SDOT,,,,3,14,,,,,,,,,,,,,,,,,,0,0,0,10,3,1,,,,,,,
2113,2019_Yesler_Crescent,PIO17,07/11/2019 08:43:00 AM,07/11/2019 08:53:00 AM,Thursday,Morning,SDOT,,,,2,16,8,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2114,2019_Yesler_Crescent,PIO18,07/11/2019 08:13:00 AM,07/11/2019 08:23:00 AM,Thursday,Morning,SDOT,,,,3,31,,,,,,,,,,,,,,,,,,0,0,0,25,5,1,,,,,,,
2115,2019_Yesler_Crescent,PIO18,07/11/2019 08:23:00 AM,07/11/2019 08:33:00 AM,Thursday,Morning,SDOT,,,,2,31,12,0,19,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2116,2019_Yesler_Crescent,PIO17,07/11/2019 08:03:00 AM,07/11/2019 08:13:00 AM,Thursday,Morning,SDOT,,,,2,15,11,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2117,2019_Yesler_Crescent,PIO17,07/11/2019 07:53:00 AM,07/11/2019 08:03:00 AM,Thursday,Morning,SDOT,,,,3,25,,,,,,,,,,,,,,,,,,0,0,0,21,3,1,,,,,,,
2118,2019_Yesler_Crescent,PIO18,07/11/2019 07:32:00 AM,07/11/2019 07:42:00 AM,Thursday,Morning,SDOT,,,,3,16,,,,,,,,,,,,,,,,,,0,0,0,12,4,0,,,,,,,
2119,2019_Yesler_Crescent,PIO18,07/11/2019 07:42:00 AM,07/11/2019 07:52:00 AM,Thursday,Morning,SDOT,,,,2,23,16,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2120,2019_Yesler_Crescent,PIO10,07/11/2019 07:45:00 AM,07/11/2019 07:55:00 AM,Thursday,Morning,SDOT,,,,2,103,66,0,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2121,2019_Yesler_Crescent,PIO10,07/11/2019 07:33:00 AM,07/11/2019 07:43:00 AM,Thursday,Morning,SDOT,,,,3,78,,,,,,,,,,,,,,,,,,0,1,0,47,25,5,,,,,,,
2122,2019_Yesler_Crescent,PIO8,07/11/2019 08:08:00 AM,07/11/2019 08:18:00 AM,Thursday,Morning,SDOT,,,,2,40,28,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2123,2019_Yesler_Crescent,PIO8,07/11/2019 07:57:00 AM,07/11/2019 08:07:00 AM,Thursday,Morning,SDOT,,,,3,43,,,,,,,,,,,,,,,,,,0,3,0,27,9,4,,,,,,,
2124,2019_Yesler_Crescent,PIO10,07/11/2019 08:30:00 AM,07/11/2019 08:40:00 AM,Thursday,Morning,SDOT,,,,2,95,56,0,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2125,2019_Yesler_Crescent,PIO10,07/11/2019 08:14:00 AM,07/11/2019 08:24:00 AM,Thursday,Morning,SDOT,,,,3,106,,,,,,,,,,,,,,,,,,0,0,0,75,28,3,,,,,,,
2126,2019_Yesler_Crescent,PIO8,07/11/2019 09:02:00 AM,07/11/2019 09:12:00 AM,Thursday,Morning,SDOT,,,,2,45,31,2,12,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,
2127,2019_Yesler_Crescent,PIO8,07/11/2019 08:51:00 AM,07/11/2019 09:01:00 AM,Thursday,Morning,SDOT,,,,3,45,,,,,,,,,,,,,,,,,,0,0,1,23,18,3,,,,,,,
2128,2019_Yesler_Crescent,PIO18,07/11/2019 04:02:00 PM,07/11/2019 04:12:00 PM,Thursday,Evening,SDOT,,,,3,17,,,,,,,,,,,,,,,,,,0,0,1,10,6,0,,,,,,,
2129,2019_Yesler_Crescent,PIO18,07/11/2019 04:12:00 PM,07/11/2019 04:22:00 PM,Thursday,Evening,SDOT,,,,2,13,9,0,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2130,2019_Yesler_Crescent,PIO18,07/11/2019 04:43:00 PM,07/11/2019 04:53:00 PM,Thursday,Evening,SDOT,,,,3,16,,,,,,,,,,,,,,,,,,0,0,0,12,2,2,,,,,,,
2131,2019_Yesler_Crescent,PIO18,07/11/2019 04:53:00 PM,07/11/2019 05:03:00 PM,Thursday,Evening,SDOT,,,,2,11,5,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2132,2019_Yesler_Crescent,PIO17,07/11/2019 04:23:00 PM,07/11/2019 04:33:00 PM,Thursday,Evening,SDOT,,,,3,20,,,,,,,,,,,,,,,,,,0,0,1,11,8,0,,,,,,,
2133,2019_Yesler_Crescent,PIO17,07/11/2019 04:33:00 PM,07/11/2019 04:43:00 PM,Thursday,Evening,SDOT,,,,2,29,19,1,9,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2134,2019_Yesler_Crescent,PIO17,07/11/2019 05:04:00 PM,07/11/2019 05:14:00 PM,Thursday,Evening,SDOT,,,,3,28,,,,,,,,,,,,,,,,,,0,1,3,19,4,1,,,,,,,
2135,2019_Yesler_Crescent,PIO17,07/11/2019 05:14:00 PM,07/11/2019 05:24:00 PM,Thursday,Evening,SDOT,,,,2,32,25,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2136,2019_Yesler_Crescent,PIO12,07/11/2019 03:06:00 PM,07/11/2019 03:16:00 PM,Thursday,Evening,SDOT,,,,3,44,,,,,,,,,,,,,,,,,,0,0,5,21,18,0,,,,,,,
2137,2019_Yesler_Crescent,PIO12,07/11/2019 04:07:00 PM,07/11/2019 04:17:00 PM,Thursday,Evening,SDOT,,,,2,69,33,2,33,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,
2138,2019_Yesler_Crescent,PIO12,07/11/2019 04:18:00 PM,07/11/2019 04:28:00 PM,Thursday,Evening,SDOT,,,,3,61,,,,,,,,,,,,,,,,,,0,0,20,35,6,0,,,,,,,
2139,2019_Yesler_Crescent,PIO12,07/11/2019 04:28:00 PM,07/11/2019 04:38:00 PM,Thursday,Evening,SDOT,,,,2,57,43,0,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2140,2019_Yesler_Crescent,PIO14,07/11/2019 03:06:00 PM,07/11/2019 03:16:00 PM,Thursday,Evening,SDOT,,,,3,24,,,,,,,,,,,,,,,,,,0,0,1,14,9,0,,,,,,,
2141,2019_Yesler_Crescent,PIO14,07/11/2019 04:07:00 PM,07/11/2019 04:17:00 PM,Thursday,Evening,SDOT,,,,2,18,8,0,7,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
2142,2019_Yesler_Crescent,PIO14,07/11/2019 04:18:00 PM,07/11/2019 04:28:00 PM,Thursday,Evening,SDOT,,,,3,17,,,,,,,,,,,,,,,,,,0,0,7,8,2,0,,,,,,,
2143,2019_Yesler_Crescent,PIO14,07/11/2019 04:28:00 PM,07/11/2019 04:38:00 PM,Thursday,Evening,SDOT,,,,2,16,13,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2144,2019_Yesler_Crescent,PIO10,07/11/2019 04:01:00 PM,07/11/2019 04:11:00 PM,Thursday,Evening,SDOT,,,,3,135,,,,,,,,,,,,,,,,,,0,0,9,108,18,0,,,,,,,
2145,2019_Yesler_Crescent,PIO10,07/11/2019 04:12:00 PM,07/11/2019 04:22:00 PM,Thursday,Evening,SDOT,,,,2,113,73,0,38,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,
2146,2019_Yesler_Crescent,PIO10,07/11/2019 04:47:00 PM,07/11/2019 04:57:00 PM,Thursday,Evening,SDOT,,,,3,156,,,,,,,,,,,,,,,,,,0,4,2,130,20,0,,,,,,,
2147,2019_Yesler_Crescent,PIO10,07/11/2019 04:57:00 PM,07/11/2019 05:07:00 PM,Thursday,Evening,SDOT,,,,2,132,76,1,54,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
2148,2019_Yesler_Crescent,PIO8,07/11/2019 04:24:00 PM,07/11/2019 04:34:00 PM,Thursday,Evening,SDOT,,,,3,61,,,,,,,,,,,,,,,,,,0,0,0,53,8,0,,,,,,,
2149,2019_Yesler_Crescent,PIO8,07/11/2019 04:34:00 PM,07/11/2019 04:44:00 PM,Thursday,Evening,SDOT,,,,2,61,31,1,29,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2150,2019_Yesler_Crescent,PIO8,07/11/2019 05:07:00 PM,07/11/2019 05:17:00 PM,Thursday,Evening,SDOT,,,,3,76,,,,,,,,,,,,,,,,,,0,0,3,38,30,5,,,,,,,
2151,2019_Yesler_Crescent,PIO8,07/11/2019 05:17:00 PM,07/11/2019 05:27:00 PM,Thursday,Evening,SDOT,,,,2,91,52,0,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2152,2019_Yesler_Crescent,PIO7,07/11/2019 04:30:00 PM,07/11/2019 04:40:00 PM,Thursday,Evening,SDOT,,,,3,55,,,,,,,,,,,,,,,,,,0,0,2,25,22,6,,,,,,,
2153,2019_Yesler_Crescent,PIO7,07/11/2019 04:42:00 PM,07/11/2019 04:52:00 PM,Thursday,Evening,SDOT,,,,2,34,19,0,14,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2154,2019_Yesler_Crescent,PIO7,07/11/2019 05:21:00 PM,07/11/2019 05:31:00 PM,Thursday,Evening,SDOT,,,,3,56,,,,,,,,,,,,,,,,,,0,0,1,31,21,3,,,,,,,
2155,2019_Yesler_Crescent,PIO7,07/11/2019 05:31:00 PM,07/11/2019 05:41:00 PM,Thursday,Evening,SDOT,,,,2,50,28,0,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2156,2019_Yesler_Crescent,PIO6,07/11/2019 04:03:00 PM,07/11/2019 04:13:00 PM,Thursday,Evening,SDOT,,,,3,110,,,,,,,,,,,,,,,,,,0,0,5,81,23,1,,,,,,,
2157,2019_Yesler_Crescent,PIO6,07/11/2019 04:15:00 PM,07/11/2019 04:25:00 PM,Thursday,Evening,SDOT,,,,2,130,74,0,56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2158,2019_Yesler_Crescent,PIO6,07/11/2019 04:55:00 PM,07/11/2019 05:05:00 PM,Thursday,Evening,SDOT,,,,3,104,,,,,,,,,,,,,,,,,,0,0,2,61,38,3,,,,,,,
2159,2019_Yesler_Crescent,PIO6,07/11/2019 05:06:00 PM,07/11/2019 05:16:00 PM,Thursday,Evening,SDOT,,,,2,105,56,0,47,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
2160,2019_University_District,UNI3,01/05/2019 12:12:00 PM,01/05/2019 12:22:00 PM,Weekend,Midday,SDOT,roadwork/construction,heavy clouds,50,1,9,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,,,
2161,2019_University_District,UNI3,01/05/2019 12:23:00 PM,01/05/2019 12:33:00 PM,Weekend,Midday,SDOT,roadwork/construction,heavy clouds,50,2,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
